,time,pet,prec,prob,pn,ps,evap,perc,pr,q9,q1,rout,exch,aexch1,aexch2,qr,qd,qsim,qobs
309,1990/11/5,0.7,0,116.2280671,0,0,0.416674601,0.019712975,0.019712975,0.017929999,0.002005509,29.01483002,0.114272875,0.114272875,0.114272875,0.222919708,0.116278384,0.339198092,0.1428
310,1990/11/6,0.6,0,115.8524905,0,0,0.35618016,0.019396421,0.019396421,0.017616607,0.001968749,28.92600134,0.113031135,0.113031135,0.113031135,0.219476422,0.114999884,0.334476306,0.1428
311,1990/11/7,0.6,0,115.4781226,0,0,0.355282898,0.019084947,0.019084947,0.017333715,0.001936539,28.83901305,0.111824609,0.111824609,0.111824609,0.216146618,0.113761149,0.329907766,0.1428
312,1990/11/8,0.7,0,115.0460235,0,0,0.413368743,0.018730431,0.018730431,0.017036383,0.001904387,28.7537775,0.110652023,0.110652023,0.110652023,0.212923958,0.112556411,0.325480369,0.1428
313,1990/11/9,0.6,0,114.6742432,0,0,0.353350667,0.01842964,0.01842964,0.016738545,0.001870622,28.67022463,0.109511609,0.109511609,0.109511609,0.209803027,0.111382231,0.321185258,0.1428
314,1990/11/10,0.6,0,114.3036521,0,0,0.352457355,0.018133671,0.018133671,0.016469739,0.001840016,28.58831644,0.108401881,0.108401881,0.108401881,0.206779803,0.110241896,0.317021699,0.1608
315,1990/11/11,0.6,0,113.9342444,0,0,0.351565296,0.017842445,0.017842445,0.01620524,0.001810466,28.50799384,0.107321817,0.107321817,0.107321817,0.203849656,0.109132282,0.312981939,0.1608
316,1990/11/12,0.8,0,113.4494008,0,0,0.467377711,0.017465907,0.017465907,0.01590943,0.001779415,28.4291664,0.106270147,0.106270147,0.106270147,0.201007015,0.108049561,0.309056577,0.1608
317,1990/11/13,0.8,1.1,113.6939771,0.3,0.262231412,0.8,0.017655046,0.055423634,0.030716361,0.002584201,28.36636261,0.10524523,0.10524523,0.10524523,0.198765385,0.107829432,0.306594817,0.1608
318,1990/11/14,0.7,0,113.2682893,0,0,0.408360952,0.017326895,0.017326895,0.034829301,0.004258462,28.30889359,0.104433723,0.104433723,0.104433723,0.196732039,0.108692184,0.305424223,0.1608
319,1990/11/15,0.7,0,112.8441248,0,0,0.40715972,0.017004792,0.017004792,0.015466943,0.002174942,28.23394974,0.103695072,0.103695072,0.103695072,0.194105871,0.105870014,0.299975884,0.2004
320,1990/11/16,0.6,1.3,113.4392059,0.7,0.612539216,0.6,0.017458058,0.104918842,0.050039031,0.003633986,28.19400826,0.102737434,0.102737434,0.102737434,0.192717947,0.106371419,0.299089366,0.18
321,1990/11/17,0.3,0,113.2470503,0,0,0.174844936,0.017310651,0.017310651,0.059813081,0.007532015,28.16435812,0.102229647,0.102229647,0.102229647,0.191692868,0.109761662,0.30145453,0.1608
322,1990/11/18,0.4,0,112.9971605,0,0,0.232769435,0.017120447,0.017120447,0.015504436,0.002760162,28.09248981,0.101853858,0.101853858,0.101853858,0.189226599,0.10461402,0.293840619,0.1608
323,1990/11/19,0.5,0,112.6898732,0,0,0.290398413,0.016888852,0.016888852,0.015316899,0.001709205,28.02192361,0.100947088,0.100947088,0.100947088,0.18683019,0.102656293,0.289486483,0.1608
324,1990/11/20,0.6,1.3,113.2853106,0.7,0.612777329,0.6,0.017339922,0.104562593,0.049839739,0.003616049,27.98619927,0.100062371,0.100062371,0.100062371,0.185626448,0.10367842,0.289304868,0.1608
325,1990/11/21,0.5,0.2,113.0934584,0,0,0.374658667,0.017193545,0.017193545,0.059586942,0.007504473,27.96063392,0.099616599,0.099616599,0.099616599,0.184768894,0.107121072,0.291889966,0.1608
326,1990/11/22,0.3,0,112.9019837,0,0,0.174426264,0.017048445,0.017048445,0.015416861,0.002746621,27.89283885,0.099298464,0.099298464,0.099298464,0.182510391,0.102045085,0.284555475,0.18
327,1990/11/23,0.2,0.5,113.1473436,0.3,0.262594476,0.2,0.017234558,0.054640082,0.030196003,0.00253169,27.84070429,0.098458337,0.098458337,0.098458337,0.180788909,0.100990027,0.281778936,0.18
328,1990/11/24,0.3,0,112.9557629,0,0,0.17449156,0.0170891,0.0170891,0.034339732,0.004196404,27.79361439,0.09781574,0.09781574,0.09781574,0.179245372,0.102012143,0.281257515,0.18
329,1990/11/25,0.4,4.1,116.1621027,3.7,3.225996845,0.4,0.01965708,0.493660235,0.20367278,0.012612498,27.91139863,0.097237902,0.097237902,0.097237902,0.183126441,0.1098504,0.292976841,0.126
330,1990/11/26,0.2,1.1,116.9224801,0.9,0.780686544,0.2,0.020309145,0.139622601,0.304414424,0.035974145,28.12418965,0.098687826,0.098687826,0.098687826,0.190311224,0.13466197,0.324973195,0.1608
331,1990/11/27,0.1,3.4,119.7485035,3.3,2.84890944,0.1,0.022886054,0.473976614,0.257763142,0.025476912,28.28732581,0.101346334,0.101346334,0.101346334,0.195973319,0.126823246,0.322796565,0.18
332,1990/11/28,0.1,1.6,121.0122068,1.5,1.287823198,0.1,0.024119886,0.236296688,0.332671934,0.038237167,28.51916155,0.103418827,0.103418827,0.103418827,0.204255015,0.141655994,0.345911009,0.18
333,1990/11/29,0.1,0,120.9268681,0,0,0.061303816,0.024034924,0.024034924,0.128802687,0.021773796,28.5490375,0.106415924,0.106415924,0.106415924,0.205342663,0.12818972,0.333532382,0.1608
334,1990/11/30,0,0,120.902857,0,0,0,0.024011063,0.024011063,0.021622004,0.004906433,28.47481684,0.10680661,0.10680661,0.10680661,0.202649279,0.111713044,0.314362323,0.1608
335,1990/12/1,0,0,120.8788698,0,0,0,0.023987244,0.023987244,0.021600545,0.002400865,28.40221283,0.105837914,0.105837914,0.105837914,0.200042465,0.108238779,0.308281244,0.1608
336,1990/12/2,0.1,0,120.7937149,0,0,0.061251987,0.023902838,0.023902838,0.02155517,0.002397153,28.33114702,0.104896405,0.104896405,0.104896405,0.197517382,0.107293558,0.304810941,0.1608
337,1990/12/3,0.4,1.6,121.7964722,1.2,1.027669256,0.4,0.024911998,0.197242742,0.089998908,0.006196078,28.32772996,0.103980652,0.103980652,0.103980652,0.197396626,0.11017673,0.307573356,0.1428
338,1990/12/4,0.4,9,129.0420548,8.6,7.278844623,0.4,0.033262059,1.354417436,0.634716571,0.04307977,28.84982506,0.103936764,0.103936764,0.103936764,0.216558233,0.147016534,0.363574766,0.1608
339,1990/12/5,0.3,0.6,129.259665,0.3,0.251153842,0.3,0.03354361,0.082389768,0.716399302,0.093872875,29.43712412,0.110797287,0.110797287,0.110797287,0.239897531,0.204670162,0.444567693,0.3
340,1990/12/6,0.2,0,129.0974709,0,0,0.128860534,0.033333578,0.033333578,0.054768757,0.022164787,29.37351267,0.118894512,0.118894512,0.118894512,0.237274716,0.141059299,0.378334014,0.2472
341,1990/12/7,0.5,0.8,129.3149673,0.3,0.251111937,0.5,0.033615465,0.082503529,0.049427198,0.004991215,29.30640444,0.117997711,0.117997711,0.117997711,0.234533139,0.122988926,0.357522065,0.2004
342,1990/12/8,0.7,6.2,133.8453046,5.5,4.570272186,0.7,0.039934895,0.969662709,0.424768529,0.027143514,29.60144723,0.11705686,0.11705686,0.11705686,0.246782597,0.144200373,0.39098297,0.18
343,1990/12/9,0.5,0,133.4755098,0,0,0.330408922,0.03938594,0.03938594,0.505145361,0.066083426,29.96522613,0.12123368,0.12123368,0.12123368,0.262600142,0.187317106,0.449917247,0.2004
344,1990/12/10,0.6,0,133.0411497,0,0,0.395611166,0.038748873,0.038748873,0.035195641,0.01489651,29.86862914,0.126528815,0.126528815,0.126528815,0.258321447,0.141425325,0.399746772,0.18
345,1990/12/11,0.7,4.8,136.3709542,4.1,3.37365461,0.7,0.043850182,0.770195572,0.323867556,0.019937605,30.0511491,0.125106968,0.125106968,0.125106968,0.266454563,0.145044573,0.411499136,0.18
346,1990/12/12,0.6,7.1,141.5920232,6.5,5.273988175,0.6,0.052919116,1.278930941,0.894176631,0.079559429,30.77245446,0.127803214,0.127803214,0.127803214,0.300674486,0.207362643,0.508037129,0.2004
347,1990/12/13,0.5,11.2,149.9994387,10.7,8.478042742,0.5,0.070627231,2.292584489,1.55153092,0.144142605,32.09035554,0.138865852,0.138865852,0.138865852,0.37249569,0.283008458,0.655504147,0.2232
348,1990/12/14,0.4,6.2,154.4056757,5.8,4.487876998,0.4,0.081640022,1.393763024,1.708202878,0.197574173,33.49532986,0.160819547,0.160819547,0.160819547,0.46404811,0.35839372,0.82244183,0.3264
349,1990/12/15,0.5,3.6,156.6854311,3.1,2.367609972,0.5,0.087854615,0.820244643,1.027790376,0.137388556,34.19390119,0.186841304,0.186841304,0.186841304,0.516060343,0.32422986,0.840290203,0.3576
350,1990/12/16,0.3,7.1,161.6994232,6.8,5.116851929,0.3,0.102859794,1.786007865,1.119791862,0.109987125,34.93784891,0.2008391,0.2008391,0.2008391,0.576683244,0.310826225,0.887509469,0.3576
351,1990/12/17,0.3,2.7,163.3719553,2.4,1.780829956,0.3,0.108297859,0.727467903,1.189179373,0.143975519,35.69885926,0.216553173,0.216553173,0.216553173,0.644722201,0.360528692,1.005250892,0.4968
352,1990/12/18,0.1,0.1,163.2640152,0,0,0.1,0.107940096,0.107940096,0.409946523,0.071632881,35.69770816,0.23351682,0.23351682,0.23351682,0.644614441,0.305149701,0.949764142,0.4584
353,1990/12/19,0.1,0.4,163.3775551,0.3,0.221856325,0.1,0.108316446,0.186460121,0.128169236,0.019824375,35.43862735,0.233490467,0.233490467,0.233490467,0.620740514,0.253314842,0.874055356,0.3264
354,1990/12/20,0.2,1,163.8584882,0.8,0.590855409,0.2,0.109922266,0.319066858,0.220206841,0.020630642,35.2799596,0.227613022,0.227613022,0.227613022,0.606487612,0.248243663,0.854731276,0.3
355,1990/12/21,0.3,2.7,165.5072559,2.4,1.76434058,0.3,0.115572878,0.751232298,0.457908128,0.039828699,35.3492555,0.224066154,0.224066154,0.224066154,0.612678382,0.263894853,0.876573236,0.2712
356,1990/12/22,0.2,0,165.2393146,0,0,0.153302189,0.114639098,0.114639098,0.424591965,0.056053014,35.38368404,0.225610305,0.225610305,0.225610305,0.615773725,0.281663319,0.897437044,0.2712
357,1990/12/23,0.3,3,167.0900324,2.7,1.971931829,0.3,0.121214032,0.849282203,0.393431652,0.035097403,35.38738846,0.226380311,0.226380311,0.226380311,0.616107551,0.261477714,0.877585265,0.2472
358,1990/12/24,0.5,2.7,168.5582322,2.2,1.594841826,0.5,0.126642096,0.73180027,0.717937015,0.07368497,35.68807547,0.226463273,0.226463273,0.226463273,0.643713271,0.300148243,0.943861514,0.2712
359,1990/12/25,0.5,0.1,168.1230594,0,0,0.410159491,0.125013316,0.125013316,0.418879546,0.061246723,35.69579012,0.233270024,0.233270024,0.233270024,0.644434918,0.294516747,0.938951665,0.2712
360,1990/12/26,0.4,0,167.6900065,0,0,0.309643642,0.123409181,0.123409181,0.11187819,0.019622709,35.42189085,0.233446561,0.233446561,0.233446561,0.61922403,0.25306927,0.872293301,0.2232
361,1990/12/27,0.6,1.1,167.9282101,0.5,0.362493062,0.6,0.124289491,0.261796429,0.165744869,0.015397431,35.21421066,0.227237014,0.227237014,0.227237014,0.600662069,0.242634445,0.843296514,0.2472
362,1990/12/28,0.6,3.1,169.6021607,2.5,1.804569361,0.6,0.130618764,0.826049403,0.458552343,0.03693279,35.28815408,0.222608035,0.222608035,0.222608035,0.607216959,0.259540825,0.866757784,0.2232
363,1990/12/29,0.6,6.4,173.587173,5.8,4.131742121,0.6,0.146729789,1.814987668,1.134172573,0.097657154,35.97551295,0.22424836,0.22424836,0.22424836,0.671062062,0.321905515,0.992967577,0.2712
364,1990/12/30,0.5,15.8,183.9113884,15.3,10.52019553,0.5,0.195980178,4.975784648,2.882315338,0.239214311,38.1822875,0.239912273,0.239912273,0.239912273,0.915453056,0.479126584,1.39457964,0.3264
365,1990/12/31,0.5,3.7,185.8363441,3.2,2.131432672,0.5,0.206476942,1.275044271,3.0160487,0.379068429,40.27989458,0.295491359,0.295491359,0.295491359,1.213932983,0.674559788,1.888492771,1.1064
366,1991/1/1,0,0.3,185.8286939,0.3,0.198784125,0,0.206434351,0.307650226,0.765323775,0.149917613,40.20028655,0.356317474,0.356317474,0.356317474,1.201249283,0.506235087,1.70748437,1.0776
367,1991/1/2,0,2.1,187.0026435,2.1,1.387002571,0,0.213052987,0.926050417,0.521214249,0.055748538,39.91814949,0.353858802,0.353858802,0.353858802,1.15721011,0.409607341,1.566817451,0.8496
368,1991/1/3,0,3.1,188.8095863,3.1,2.030514935,0,0.223572132,1.293057198,0.97844922,0.093367282,40.06230617,0.345242604,0.345242604,0.345242604,1.179535147,0.438609886,1.618145033,0.7968
369,1991/1/4,0.1,3.1,190.5211702,3,1.94550045,0.1,0.233916567,1.288416118,1.161917763,0.124875317,40.3488393,0.349626057,0.349626057,0.349626057,1.22501069,0.474501374,1.699512064,0.7464
370,1991/1/5,0.2,0,190.1225157,0,0,0.167180886,0.231473568,0.231473568,0.741977947,0.105696567,40.24147629,0.358456652,0.358456652,0.358456652,1.207797606,0.464153219,1.671950825,0.7968
371,1991/1/6,0.1,0,189.8094463,0,0,0.083500015,0.229569432,0.229569432,0.207573884,0.035571391,39.68265924,0.355129418,0.355129418,0.355129418,1.121520354,0.390700809,1.512221163,0.696
372,1991/1/7,0.1,0.2,189.6456967,0.1,0.064828937,0.1,0.228578501,0.263749564,0.220117006,0.023729658,39.19092005,0.338166568,0.338166568,0.338166568,1.050022759,0.361896226,1.411918985,0.648
373,1991/1/8,0.3,7.1,193.7490367,6.8,4.357809269,0.3,0.254469261,2.696659993,1.19861412,0.079374044,39.60351966,0.323725634,0.323725634,0.323725634,1.109740148,0.403099678,1.512839825,0.648
374,1991/1/9,0.3,3.4,195.4361112,3.1,1.952848218,0.3,0.265773712,1.412925494,1.919792218,0.212793877,40.59401158,0.335812013,0.335812013,0.335812013,1.26511231,0.54860589,1.8137182,0.7464
375,1991/1/10,0.3,9.8,200.9815006,9.5,5.851193654,0.3,0.30580425,3.954610596,2.275849151,0.21222305,41.7635635,0.366138065,0.366138065,0.366138065,1.472435295,0.578361115,2.05079641,0.8496
376,1991/1/11,0.3,4.4,203.1228444,4.1,2.463842996,0.3,0.322499167,1.958656171,2.770550631,0.321672877,43.17659365,0.404407686,0.404407686,0.404407686,1.761928168,0.726080563,2.488008731,1.2
377,1991/1/12,0.2,6.4,206.4313213,6.2,3.658202955,0.2,0.349726065,2.891523109,2.131364934,0.239882773,43.84645352,0.45435708,0.45435708,0.45435708,1.915862147,0.694239853,2.610102,1.272
378,1991/1/13,0,0,206.0845328,0,0,0,0.346788494,0.346788494,1.59694963,0.22229319,43.97595459,0.479511065,0.479511065,0.479511065,1.946959621,0.701804255,2.648763876,0.8496
379,1991/1/14,0,0,205.7406378,0,0,0,0.343895041,0.343895041,0.310966437,0.064628533,43.03958199,0.48448624,0.48448624,0.48448624,1.731825276,0.549114774,2.280940049,0.696
380,1991/1/15,0,0,205.399593,0,0,0,0.341044755,0.341044755,0.308379385,0.034361075,42.23357406,0.449330749,0.449330749,0.449330749,1.563718068,0.483691824,2.047409891,0.552
381,1991/1/16,0,0,205.0613563,0,0,0,0.338236712,0.338236712,0.305830818,0.034076464,41.53096246,0.420562366,0.420562366,0.420562366,1.429004787,0.45463883,1.883643618,0.696
382,1991/1/17,0,0,204.7258863,0,0,0,0.335470014,0.335470014,0.303319914,0.033796069,40.91204594,0.396579233,0.396579233,0.396579233,1.318815663,0.430375302,1.749190965,0.744
383,1991/1/18,0.1,0,204.306849,0,0,0.086997676,0.332039683,0.332039683,0.300567686,0.033504345,40.36178911,0.376276571,0.376276571,0.376276571,1.227101084,0.409780915,1.636882,0.768
384,1991/1/19,0.4,3.8,205.9624585,3.4,2.001368656,0.4,0.345759158,1.744390502,0.856853546,0.064245434,40.35198408,0.358859472,0.358859472,0.358859472,1.225518048,0.423104906,1.648622954,0.696
385,1991/1/20,0.5,0.1,205.2734807,0,0,0.448982178,0.339995589,0.339995589,1.015076938,0.126955133,40.47938987,0.358554445,0.358554445,0.358554445,1.246225595,0.485509577,1.731735172,0.696
386,1991/1/21,0.3,1,205.3444677,0.7,0.411572859,0.3,0.340585832,0.629012973,0.420186387,0.056907235,40.07983399,0.362532408,0.362532408,0.362532408,1.182274675,0.419439643,1.601714318,0.5568
387,1991/1/22,0.4,4.3,207.2648475,3.9,2.277248338,0.4,0.356868517,1.979620179,1.099734685,0.089138306,40.31083653,0.350161732,0.350161732,0.350161732,1.218893875,0.439300038,1.658193913,0.648
388,1991/1/23,0.6,0.3,206.6506215,0,0,0.562632068,0.351594003,0.351594003,1.138427242,0.146297634,40.5488917,0.357276392,0.357276392,0.357276392,1.257648465,0.503574027,1.761222492,1.14
389,1991/1/24,0.2,0.1,206.2153,0,0,0.187427636,0.347893857,0.347893857,0.314972672,0.054279507,40.05083487,0.364715686,0.364715686,0.364715686,1.177745185,0.418995193,1.596740378,1.464
390,1991/1/25,0.1,0,205.7837126,0,0,0.087331024,0.344256396,0.344256396,0.311667307,0.034753192,39.60222906,0.349275795,0.349275795,0.349275795,1.109548919,0.384028988,1.493577907,0.9624
391,1991/1/26,0.3,7.7,209.6830022,7.4,4.277545016,0.3,0.378255331,3.500710315,1.556941291,0.103752486,40.28085703,0.335773713,0.335773713,0.335773713,1.214087029,0.439526199,1.653613228,0.9624
392,1991/1/27,0.4,14.3,216.9459792,13.9,7.711736208,0.4,0.448759233,6.637023025,4.389791979,0.381685009,43.24897879,0.356347274,0.356347274,0.356347274,1.778017493,0.738032283,2.516049776,1.332
393,1991/1/28,0.2,0.5,216.6622631,0.3,0.162104364,0.2,0.445820461,0.583716096,3.581667436,0.493842412,45.06173574,0.45702871,0.45702871,0.45702871,2.2259392,0.950871122,3.176810322,1.92
394,1991/1/29,0.4,2.4,217.2891345,2,1.079205832,0.4,0.452334479,1.373128647,0.837240271,0.14709327,44.37979682,0.527661843,0.527661843,0.527661843,2.04684103,0.674755113,2.721596143,1.764
395,1991/1/30,0.4,2.7,218.0628593,2.3,1.23420459,0.4,0.460479805,1.526275215,1.296323745,0.13136394,44.17959053,0.50023787,0.50023787,0.50023787,1.996767905,0.63160181,2.628369715,1.68
396,1991/1/31,0.2,0,217.4294175,0,0,0.179639074,0.453802632,0.453802632,0.949915235,0.127280616,43.73292565,0.492383947,0.492383947,0.492383947,1.88896406,0.619664562,2.508628622,1.404
397,1991/2/1,0.4,2.8,218.2530839,2.4,1.286166727,0.4,0.462500333,1.576333606,0.851932781,0.082668737,43.27598475,0.475179662,0.475179662,0.475179662,1.784053346,0.557848399,2.341901745,1.332
398,1991/2/2,0.8,3.4,219.1644746,2.6,1.38367079,0.8,0.472280109,1.68860932,1.463060186,0.146858453,43.38782942,0.458028329,0.458028329,0.458028329,1.80924385,0.604886782,2.414130631,1.464
399,1991/2/3,0.6,0.2,218.3409579,0,0,0.560080591,0.463436117,0.463436117,1.035684123,0.140644303,43.13332603,0.462184862,0.462184862,0.462184862,1.752372368,0.602829165,2.355201533,1.836
400,1991/2/4,0.7,16.6,226.0074162,15.9,8.217607649,0.7,0.551149353,8.233541704,3.48705038,0.231346859,44.89282577,0.452765473,0.452765473,0.452765473,2.180316114,0.684112332,2.864428446,1.272
401,1991/2/5,0.8,15.3,232.4151471,14.5,7.042027181,0.8,0.634296334,8.092269153,7.354370749,0.728611027,49.13839685,0.520771589,0.520771589,0.520771589,3.629571263,1.249382616,4.878953879,2.784
402,1991/2/6,0.7,4.9,233.7297436,4.2,1.967137527,0.7,0.652540957,2.88540343,5.225816656,0.69660298,50.71211519,0.71449867,0.71449867,0.71449867,4.366596988,1.41110165,5.777698638,4.848
403,1991/2/7,0.8,1.3,233.3161587,0.5,0.233171118,0.8,0.646756039,0.913584921,1.817800274,0.306670112,49.52780664,0.797845906,0.797845906,0.797845906,3.799954732,1.104516018,4.90447075,4.608
404,1991/2/8,0.8,2.2,233.3234746,1.4,0.654173875,0.8,0.646858008,1.392684133,1.011517838,0.125130789,48.07390438,0.734513559,0.734513559,0.734513559,3.199933648,0.859644348,4.059577996,4.368
405,1991/2/9,1,8.3,236.0035618,7.3,3.36518203,1,0.685094838,4.619912808,2.528489237,0.204455278,48.06689823,0.661775777,0.661775777,0.661775777,3.197271165,0.866231055,4.06350222,4.248
406,1991/2/10,0.9,1.4,235.5529824,0.5,0.227962843,0.9,0.67854222,0.950579377,2.708172894,0.343387106,48.19155516,0.66143828,0.66143828,0.66143828,3.244954248,1.004825386,4.249779634,4.368
407,1991/2/11,0.9,8.9,238.4328949,8,3.601220877,0.9,0.721308365,5.120087488,2.502888259,0.229855329,48.13765094,0.667461588,0.667461588,0.667461588,3.224254064,0.897316918,4.121570981,4.008
408,1991/2/12,0.8,2.6,238.5084512,1.8,0.798015203,0.8,0.722458906,1.724443703,3.266464492,0.388298593,48.6449154,0.664852199,0.664852199,0.664852199,3.424052233,1.053150792,4.477203025,3.912
409,1991/2/13,0.7,0.9,237.8843801,0.2,0.088928918,0.7,0.713000004,0.824071086,1.196263326,0.192730303,47.53118251,0.689698158,0.689698158,0.689698158,2.99969437,0.882428461,3.882122832,3.48
410,1991/2/14,0.7,1,237.3141676,0.3,0.134232373,0.7,0.704444933,0.87021256,0.759894389,0.094039133,46.33004035,0.635994192,0.635994192,0.635994192,2.597030747,0.730033325,3.327064071,3.168
411,1991/2/15,0.1,7.2,239.7186595,7.1,3.145582,0.1,0.741090015,4.695508015,2.294560185,0.170442035,46.54187365,0.581496838,0.581496838,0.581496838,2.664223721,0.751938873,3.416162594,2.688
412,1991/2/16,0,1.9,239.8069792,1.9,0.830784419,0,0.74246471,1.811680291,3.086560788,0.361134685,47.30096631,0.5908558,0.5908558,0.5908558,2.918323929,0.951990484,3.870314413,2.592
413,1991/2/17,0.1,8.5,242.6333887,8.4,3.613965336,0.1,0.787555897,5.573590561,3.116837722,0.297754262,47.90628338,0.625277827,0.625277827,0.625277827,3.136798479,0.923032089,4.059830568,2.244
414,1991/2/18,0.2,3.7,243.3115845,3.5,1.476893101,0.2,0.798697275,2.821804175,3.929004407,0.452588838,48.94242594,0.653734884,0.653734884,0.653734884,3.546596729,1.106323722,4.652920451,1.92
415,1991/2/19,0.2,0.8,242.7747168,0.6,0.252999529,0.2,0.789867228,1.136867699,1.873907637,0.277651453,48.25242835,0.704574962,0.704574962,0.704574962,3.268480191,0.982226415,4.250706606,1.764
416,1991/2/20,0.2,0.3,242.0392888,0.1,0.04247132,0.2,0.777899353,0.835428033,0.90408251,0.126942747,47.0088996,0.670417116,0.670417116,0.670417116,2.818028375,0.797359864,3.615388238,1.608
417,1991/2/21,0.3,0,240.9960244,0,0,0.28209116,0.761173218,0.761173218,0.722547236,0.085468184,45.88303021,0.611868761,0.611868761,0.611868761,2.460285386,0.697336946,3.157622331,1.836
418,1991/2/22,0.3,2.4,241.137854,2.1,0.905259504,0.3,0.76342991,1.958170406,1.157987798,0.103267121,45.30887325,0.562095754,0.562095754,0.562095754,2.294240516,0.665362875,2.95960339,1.764
419,1991/2/23,0.4,0.5,240.4288951,0.1,0.043244208,0.4,0.752203144,0.808958936,1.308301469,0.156474317,44.95738211,0.537860189,0.537860189,0.537860189,2.197652795,0.694334506,2.891987301,1.992
420,1991/2/24,0.3,0,239.411228,0,0,0.281346251,0.736320839,0.736320839,0.699363812,0.092855577,44.18262474,0.523397366,0.523397366,0.523397366,1.997518555,0.616252943,2.613771497,1.764
421,1991/2/25,0.2,0,238.5016133,0,0,0.187259901,0.722354722,0.722354722,0.657170744,0.074182257,43.497946,0.492502314,0.492502314,0.492502314,1.834351796,0.566684571,2.401036367,1.608
422,1991/2/26,0.2,0,237.6058314,0,0,0.186971459,0.708810455,0.708810455,0.644767911,0.072102913,42.90608579,0.466303427,0.466303427,0.466303427,1.702931547,0.53840634,2.241337887,1.608
423,1991/2/27,0.2,0,236.7234771,0,0,0.186684249,0.695670061,0.695670061,0.632737641,0.070752376,42.38843673,0.444471708,0.444471708,0.444471708,1.594858407,0.515224084,2.110082491,1.404
424,1991/2/28,0.5,1.8,236.6166859,1.3,0.587301847,0.5,0.694093092,1.406791245,0.907066027,0.085331063,42.17033236,0.425984585,0.425984585,0.425984585,1.551154978,0.511315648,2.062470626,1.404
425,1991/3/1,0.5,0,235.4734998,0,0,0.465794507,0.67739159,0.67739159,0.9779273,0.116281761,42.04090362,0.418362324,0.418362324,0.418362324,1.525718372,0.534644084,2.060362456,1.332
426,1991/3/2,0.5,1.2,235.1218861,0.7,0.320706578,0.5,0.6723203,1.051613722,0.757507058,0.084556032,41.74362764,0.413885422,0.413885422,0.413885422,1.46866846,0.498441454,1.967109914,1.332
427,1991/3/3,0.9,0.2,233.8178282,0,0,0.85027952,0.653778385,0.653778385,0.789268138,0.092015278,41.51125195,0.403732434,0.403732434,0.403732434,1.425376259,0.495747712,1.921123971,1.464
428,1991/3/4,1.1,2.8,233.9520917,1.7,0.78993172,1.1,0.65566818,1.56573646,0.948713895,0.09008743,41.4430112,0.395920868,0.395920868,0.395920868,1.412875514,0.486008299,1.898883813,1.68
429,1991/3/5,1,0.4,232.7568398,0,0,0.956253389,0.638998488,0.638998488,1.043009896,0.125476007,41.4631195,0.393647542,0.393647542,0.393647542,1.416549135,0.519123549,1.935672684,2.076
430,1991/3/6,1.1,1.6,232.3587018,0.5,0.235384235,1.1,0.63352226,0.898138025,0.677484294,0.08051812,41.1709427,0.394316445,0.394316445,0.394316445,1.363977534,0.474834565,1.838812099,1.764
431,1991/3/7,1,0,230.821905,0,0,0.924059193,0.612737604,0.612737604,0.695562893,0.080492954,40.92938324,0.384676647,0.384676647,0.384676647,1.321799007,0.465169601,1.786968608,1.764
432,1991/3/8,0.7,0,229.5804097,0,0,0.645144334,0.596350922,0.596350922,0.544989474,0.064280167,40.58722109,0.376834958,0.376834958,0.376834958,1.263986575,0.441115125,1.705101699,1.836
433,1991/3/9,0.9,5.9,231.3615211,5,2.401083546,0.9,0.619972182,3.218888636,1.572876811,0.11739289,41.16338178,0.365923746,0.365923746,0.365923746,1.362639869,0.483316636,1.845956505,1.764
434,1991/3/10,1.1,14.4,236.8280551,13.3,6.16375112,1.1,0.697217144,7.833466024,4.720212789,0.392247769,44.25301935,0.384429448,0.384429448,0.384429448,2.015004671,0.776677217,2.791681888,1.764
435,1991/3/11,1.4,9.6,239.7286946,8.2,3.64188565,1.4,0.741246108,5.299360457,6.048897658,0.673297964,47.72671745,0.495254191,0.495254191,0.495254191,3.070453744,1.168552155,4.239005899,2.784
436,1991/3/12,1.4,0.5,238.1687426,0,0,1.342654406,0.717297562,0.717297562,2.959057623,0.459248045,48.1152758,0.645198668,0.645198668,0.645198668,3.215697944,1.104446713,4.320144657,4.848
437,1991/3/13,1.2,0,236.3581654,0,0,1.120289782,0.690287487,0.690287487,0.634896146,0.12517881,46.69889111,0.663771209,0.663771209,0.663771209,2.715052041,0.78895002,3.504002061,4.968
438,1991/3/14,1.2,6.8,238.1553106,5.6,2.51423936,1.2,0.717094096,3.802854736,1.851029703,0.137667956,46.49770053,0.597862029,0.597862029,0.597862029,2.650082318,0.735529985,3.385612303,4.608
439,1991/3/15,1.2,0.5,236.804689,0,0,1.153750444,0.696871235,0.696871235,2.19539942,0.275399113,46.59928796,0.588895382,0.588895382,0.588895382,2.682707367,0.864294496,3.547001862,4.608
440,1991/3/16,0.7,2,236.6962363,1.3,0.586814831,0.7,0.695267526,1.408452695,0.908328937,0.121938988,45.69599107,0.593410826,0.593410826,0.593410826,2.405036659,0.715349814,3.120386473,3.912
441,1991/3/17,1.1,0.2,235.1847391,0,0,1.038272642,0.67322457,0.67322457,0.977119784,0.116314543,45.01421101,0.554116823,0.554116823,0.554116823,2.213016665,0.670431366,2.883448031,3.384
